ID,item_cnt_month
823,0.12399651
824,0.24180266
825,0.40391698
826,0.17249556
827,0.12399651
828,0.113004774
829,0.18624894
830,1.0766532
831,0.22298737
832,0.1212733
833,0.44422355
834,1.0766532
835,0.16443367
836,0.12399651
837,0.85119224
838,0.5485085
839,0.120829664
840,0.12399651
841,0.22298737
842,0.12736222
843,0.12399651
844,0.3537351
845,0.12399651
846,0.121619046
847,0.40590444
848,0.1354772
849,0.13557886
850,0.16183642
851,0.12399651
852,0.46086726
853,0.12399651
854,0.3537351
855,0.7272446
856,0.40590444
857,1.0235425
858,0.12399651
859,0.85477996
860,0.11732566
861,0.12399651
862,0.23992884
863,0.40590444
864,0.40655267
865,0.5859034
866,0.37300083
867,0.11860131
868,1.0312474
869,0.16955529
870,0.8090811
871,0.19534618
872,0.16137388
873,0.3351132
874,0.44722894
875,1.156208
876,0.15821196
877,0.11780622
878,0.26878622
879,0.52793
880,0.10371983
881,0.40590444
882,0.591204
883,1.4539193
884,0.65790176
885,0.7780838
886,0.23681277
887,0.32346997
888,0.20760104
889,0.11819304
890,0.33561525
891,0.48513144
892,0.11821537
893,0.12885007
894,0.3537351
895,0.23992884
896,0.12399651
897,0.12846822
898,0.10866749
899,0.52793
900,0.10484487
901,1.1956538
902,0.14123577
903,0.12399651
904,0.5208657
905,0.40592417
906,2.191587
907,0.27703732
908,0.30852968
909,0.12399651
910,0.22293833
911,0.10130256
912,1.42905
913,0.46428216
914,0.12399651
915,0.15815935
916,0.18733545
917,0.11435056
918,0.16652952
919,0.37213546
920,0.12399651
921,0.94816434
922,0.14123577
923,0.11860131
924,0.40059206
925,0.23152828
926,0.3527385
927,0.14314684
928,0.39402816
929,0.37440825
930,0.12399651
931,0.12399651
932,0.4510037
933,0.3470055
934,0.12399651
935,0.23992884
936,0.40590444
937,0.8720497
938,0.13688272
939,0.16997115
940,0.17249556
941,0.27687803
942,0.12399651
943,0.47442225
944,0.11821537
945,0.12399651
946,0.22784741
947,0.115059465
948,0.40590444
949,0.113977045
950,0.23992884
951,0.12399651
952,0.11989721
953,0.12399651
954,0.22847092
955,0.40590444
956,0.5086917
957,0.11869123
958,0.8653407
959,0.12399651
960,0.12399651
961,0.16733098
962,0.39637327
963,0.17249556
964,0.17249556
965,0.12399651
966,0.21985078
967,0.12399651
968,0.11835565
969,0.10569802
970,0.12399651
971,0.1128398
972,0.11310181
973,0.4052047
974,0.118232414
975,0.1155929
976,0.38778216
977,1.0084584
978,0.27418983
979,1.1742986
980,0.3877992
981,0.3443908
982,0.5972806
983,0.11245035
984,0.12399651
985,0.48790172
986,0.22298737
987,0.44614
988,0.12443246
989,0.12399651
990,0.12399651
991,0.31236118
992,0.29128587
993,1.0766532
994,0.7060977
995,0.11827214
996,0.12399651
997,0.13279955
998,0.25210947
999,0.12609825
1000,0.86808264
1001,0.17941242
1002,0.69157505
1003,0.12399651
1004,0.23982328
1005,0.16768467
1006,0.12399651
1007,0.11903906
1008,0.7275437
1009,0.21226968
1010,0.23135553
1011,0.4009533
1012,0.43974355
1013,1.694358
1014,0.12399651
1015,0.12399651
1016,0.12399651
1017,0.12399651
1018,0.10822262
1019,0.23992884
1020,0.12399651
1021,0.26449722
1022,0.10655196
1023,0.093356594
1024,0.48884967
1025,0.121756144
1026,0.5742706
1027,0.23427495
1028,0.12399651
1029,0.11611839
1030,0.12585953
1031,0.40590444
1032,1.8557149
1033,0.12399651
1034,0.61514854
1035,0.22872478
1036,0.1197286
1037,1.2095886
1038,0.12399651
1039,0.09727855
1040,0.49483815
1041,0.12399651
1042,0.12399651
1043,0.108340696
1044,0.2674693
1045,0.23992884
1046,0.53673923
1047,0.23992884
1048,0.20073186
1049,0.12399651
1050,0.12399651
1051,0.12399651
1052,0.12399651
1053,0.12399651
1054,0.12399651
1055,0.38514525
1056,0.42435896
1057,0.12399651
1058,0.12399651
1059,1.3316084
1060,0.16367249
1061,0.12399651
1062,0.1015839
1063,0.17327946
1064,0.22754115
1065,0.100777276
1066,0.2825651
1067,0.43859187
1068,0.1431432
1069,0.40590444
1070,0.16294748
1071,0.104174785
1072,0.12399651
1073,0.23992884
1074,0.23992884
1075,0.23992884
1076,0.16327637
1077,0.12399651
1078,0.12399651
1079,0.2092193
1080,0.111463234
1081,0.12399651
1082,0.11793412
1083,0.11317444
1084,0.22327167
1085,0.11227389
1086,0.12399651
1087,0.15090519
1088,0.4510037
1089,0.4656377
1090,1.8498591
1091,0.12399651
1092,0.59084165
1093,0.18157786
1094,0.17249556
1095,0.18392706
1096,0.17249556
1097,0.12292978
1098,0.12399651
1099,0.09803346
1100,0.19209507
1101,0.23992884
1102,0.28972572
1103,0.97822225
1104,1.4484953
1105,0.12970987
1106,0.12399651
1107,0.75092316
1108,0.11378584
1109,0.12399651
1110,0.17332223
1111,0.12399651
1112,0.22985011
1113,0.12399651
1114,0.39008486
1115,0.11429681
1116,0.17249556
1117,0.12399651
1118,0.11089419
1119,0.12810436
1120,0.39265287
1121,0.13931425
1122,0.15014139
1123,0.12399651
1124,0.121619046
1125,0.1621306
1126,0.46276015
1127,0.105422884
1128,0.16409294
1129,0.39752516
1130,0.24463426
1131,0.12399651
1132,0.11235435
1133,0.12259942
1134,0.22674821
1135,0.11214396
1136,0.17594549
1137,1.0443544
1138,0.29792857
1139,0.126571
1140,0.3983754
1141,0.11321278
1142,0.113491535
1143,0.12736222
1144,0.10073296
1145,0.53709006
1146,0.09138634
1147,0.12399651
1148,0.12399651
1149,0.21924287
1150,0.121619046
1151,0.23823923
1152,0.12399651
1153,0.37299877
1154,0.6836699
1155,0.40590444
1156,0.1605895
1157,1.9901026
1158,1.4628078
1159,0.11151781
1160,0.17751895
1161,0.45293278
1162,0.19267239
1163,0.12399651
1164,0.11803857
1165,0.12399651
1166,0.12399651
1167,0.12399651
1168,0.12399651
1169,0.12399651
1170,0.40590444
1171,0.12399651
1172,0.12399651
1173,0.08649749
1174,0.12399651
1175,0.12399651
1176,0.12399651
1177,0.11805992
1178,0.21353807
1179,0.114318
1180,0.5291071
1181,0.10743253
1182,0.17249556
1183,0.12399651
1184,0.12386578
1185,0.11801091
1186,0.12399651
1187,0.12399651
1188,0.114066236
1189,1.0766532
1190,0.13043869
1191,0.117522396
1192,0.12399651
1193,1.1337961
1194,0.10566786
1195,0.2481826
1196,0.121619046
1197,0.11150784
1198,0.12399651
1199,0.3195567
1200,0.10687937
1201,0.12399651
1202,0.10425019
1203,0.52009463
1204,0.12399651
1205,0.7722993
1206,0.121756144
1207,0.12399651
1208,0.12438629
1209,0.09395583
1210,0.21883382
1211,0.12087414
1212,2.070165
1213,0.6365087
1214,0.46463534
1215,0.17791742
1216,0.55856156
1217,0.3880017
1218,0.15980023
1219,0.11942361
1220,0.12399651
1221,0.12399651
1222,0.107734844
1223,0.11793412
1224,0.22077739
1225,0.12399651
1226,0.16707359
1227,0.12399651
1228,0.2758972
1229,0.20786643
1230,0.12399651
1231,0.47613278
1232,0.2103784
1233,0.18194707
1234,0.121756144
1235,0.3414406
1236,0.22397259
1237,0.4500452
1238,0.12399651
1239,1.0766532
1240,0.1062454
1241,0.386316
1242,0.22460946
1243,0.40590444
1244,0.17249556
1245,0.12736222
1246,0.826898
1247,0.19138402
1248,0.37186897
1249,0.10400127
1250,0.22414634
1251,0.12399651
1252,0.17600146
1253,0.40590444
1254,0.7666452
1255,0.22045848
1256,0.47735992
1257,0.11942361
1258,0.12399651
1259,0.12399651
1260,0.12399651
1261,0.20032361
1262,0.12399651
1263,0.09979549
1264,1.4024678
1265,0.22939268
1266,0.17084461
1267,0.53956896
1268,0.09677999
1269,0.11955887
1270,0.3999406
1271,0.22784741
1272,0.11756068
1273,0.22793609
1274,0.12399651
1275,0.10618186
1276,0.38878226
1277,0.12399651
1278,0.12399651
1279,0.72516394
1280,0.093372256
1281,0.16389182
1282,0.102879934
1283,0.23347855
1284,1.0623999
1285,0.13075465
1286,0.1155328
1287,0.6028085
1288,0.1142634
1289,0.4500452
1290,0.17941242
1291,1.3668562
1292,0.21172677
1293,0.23532102
1294,0.5620526
1295,0.28180867
1296,0.20854312
1297,0.40590444
1298,0.68389
1299,0.27560085
1300,0.27560085
1301,0.29633915
1302,0.17233078
1303,0.12399651
1304,0.97822225
1305,0.40590444
1306,0.09829754
1307,0.11862262
1308,0.40590444
1309,0.12399651
1310,0.12399651
1311,0.2146975
1312,0.82860863
1313,0.23872143
1314,0.39608735
1315,0.12399651
1316,0.5143851
1317,0.22938816
1318,0.9415144
1319,0.10350741
1320,0.23992884
1321,0.17249556
1322,0.12399651
1323,0.33539045
1324,0.11055939
1325,0.681597
1326,0.12399651
1327,0.12399651
1328,0.12999196
1329,0.11942361
1330,0.12399651
1331,0.12520781
1332,0.12399651
1333,1.9476422
1334,0.10938746
1335,0.11814526
1336,0.12399651
1337,0.4525977
1338,0.22298737
1339,0.21298504
1340,0.12399651
1341,0.12399651
1342,0.4203707
1343,0.11869123
1344,0.12399651
1345,0.11989721
1346,0.12399651
1347,0.19534618
1348,0.14123577
1349,0.7165053
1350,0.12399651
1351,0.23992884
1352,0.12399651
1353,0.19534618
1354,0.17311119
1355,0.40590444
1356,0.23992884
1357,0.22733983
1358,0.12116425
1359,0.7674936
1360,0.72516394
1361,0.40590444
1362,0.11347914
1363,0.1695714
1364,0.27162892
1365,0.42267245
1366,0.11120417
1367,0.18164223
1368,0.25762218
1369,0.12399651
1370,0.12399651
1371,0.12399651
1372,0.117522396
1373,0.40590444
1374,0.12399651
1375,0.40590444
1376,0.36234108
1377,0.12399651
1378,0.17168581
1379,0.23992884
1380,0.23370193
1381,0.113841385
1382,0.23005463
1383,0.33918503
1384,0.1178405
1385,0.40590444
1386,0.19255033
1387,0.12848914
1388,0.10012938
1389,0.12399651
1390,0.10800343
1391,0.111937806
1392,0.16774668
1393,0.12399651
1394,0.12399651
1395,0.37618718
1396,0.12399651
1397,0.279754
1398,0.22000962
1399,0.1305408
1400,0.12399651
1401,0.12399651
1402,0.17249556
1403,0.62527716
1404,0.12399651
1405,0.12399651
1406,0.11544642
1407,0.12399651
1408,0.10823798
1409,0.12399651
1410,0.23992884
1411,0.13482422
1412,0.111554235
1413,0.17249556
1414,0.117522396
1415,0.10127215
1416,0.2184692
1417,0.28284678
1418,0.13288468
1419,0.24210155
1420,0.12399651
1421,0.35005277
1422,0.12649307
1423,0.10904236
1424,0.12053738
1425,0.11860131
1426,0.12399651
1427,0.12736222
1428,0.109773755
1429,0.16726072
1430,0.12399651
1431,0.16178487
1432,0.12399651
1433,0.10885495
1434,0.12399651
1435,0.10738668
1436,0.12399651
1437,0.12399651
1438,0.12399651
1439,0.12399651
1440,0.12399651
1441,0.12399651
1442,0.17191559
1443,0.3671171
1444,0.12399651
1445,0.11911784
1446,0.12399651
1447,0.12399651
1448,0.12399651
1449,0.23992884
1450,0.12399651
1451,0.10861949
1452,0.23356739
1453,0.17249556
1454,0.12399651
1455,0.12399651
1456,0.12132809
1457,0.12399651
1458,0.39575106
1459,0.72516394
1460,0.16151471
1461,0.11964864
1462,0.46163514
1463,0.12399651
1464,0.14025256
1465,0.16117266
1466,0.4159106
1467,0.12399651
1468,0.23992884
1469,0.19087636
1470,0.17246553
1471,0.17576301
1472,0.28282356
1473,0.23992884
1474,0.47725007
1475,0.38284326
1476,0.17249556
1477,0.4218762
1478,0.117692955
1479,0.40590444
1480,0.14327261
1481,0.10971984
1482,0.52793
1483,0.12399651
1484,0.09497145
1485,0.12913123
1486,0.16295603
1487,0.11182657
1488,0.10841893
1489,0.35833052
1490,0.11172916
1491,0.24044576
1492,0.165139
1493,0.12399651
1494,0.40590444
1495,0.117692955
1496,0.11372504
1497,2.6618247
1498,0.37034935
1499,0.11860131
1500,0.117522396
1501,0.11982091
1502,0.40590444
1503,0.12399651
1504,0.12629464
1505,0.12399651
1506,0.23842964
1507,0.12399651
1508,0.1122081
1509,0.18996267
1510,0.11688568
1511,0.128381
1512,0.12399651
1513,0.12399651
1514,0.40590444
1515,0.12399651
1516,0.12399651
1517,0.111428194
1518,0.24056719
1519,0.10713425
1520,0.12399651
1521,0.40590444
1522,0.37277156
1523,0.108896665
1524,0.4159106
1525,0.12399651
1526,0.12777239
1527,0.17249556
1528,0.104229346
1529,0.116055034
1530,0.15419601
1531,0.40590444
1532,0.4047684
1533,0.12399651
1534,0.12399651
1535,0.12399651
1536,0.4855508
1537,0.12399651
1538,0.40590444
1539,0.40240282
1540,0.12399651
1541,0.12399651
1542,0.12399651
1543,0.09487597
1544,0.121619046
1545,0.12399651
1546,0.12399651
1547,0.10632385
1548,0.19074221
1549,0.107462764
1550,0.12399651
1551,0.40590444
1552,0.12399651
1553,0.11989721
1554,0.12399651
1555,0.23803493
1556,0.23992884
1557,0.12399651
1558,0.40590444
1559,0.100730844
1560,0.17249556
1561,0.23992884
1562,0.12399651
1563,0.23992884
1564,0.12399651
1565,0.12399651
1566,0.20854312
1567,0.10626541
1568,0.12399651
1569,0.12399651
1570,0.12399651
1571,0.12399651
1572,0.12399651
1573,0.12399651
1574,0.44078964
1575,0.12399651
1576,0.12399651
1577,0.12399651
1578,0.10042648
1579,0.12399651
1580,0.12399651
1581,0.12399651
1582,0.5588951
1583,0.1907534
1584,0.22594738
1585,0.12399651
1586,0.12399651
1587,0.23992884
1588,0.12399651
1589,0.10172245
1590,0.11214396
1591,0.12399651
1592,0.12399651
1593,0.117692955
1594,0.12399651
1595,0.12399651
1596,0.12399651
1597,0.12399651
1598,0.12399651
1599,0.12399651
1600,0.12399651
1601,0.12399651
1602,0.14123577
1603,0.12399651
1604,0.12399651
1605,0.11756068
1606,0.12399651
1607,0.12399651
1608,0.40590444
1609,0.40590444
1610,0.12399651
1611,0.12399651
1612,0.12399651
1613,0.32567024
1614,0.12399651
1615,0.46541426
1616,0.12399651
1617,0.12399651
1618,0.5162494
1619,0.12399651
1620,0.12277744
1621,0.49789163
1622,0.12399651
1623,0.12399651
1624,0.12399651
1625,0.12399651
1626,0.12399651
1627,0.7193073
1628,0.11860131
1629,0.12399651
1630,0.12399651
1631,0.12399651
1632,0.12399651
1633,0.12399651
1634,0.12399651
1635,0.12399651
1636,0.12399651
1637,0.12399651
1638,0.16763134
1639,0.12399651
1640,0.12403694
1641,0.12399651
1642,0.12399651
1643,0.11746834
1644,0.22664893
1645,0.12399651
1646,0.17249556
1647,0.60386163
1648,0.12399651
1649,0.12399651
1650,0.12399651
1651,0.12747732
1652,0.12399651
1653,0.52793
1654,0.72516394
1655,0.24210155
1656,0.41498506
1657,0.22480533
1658,0.12399651
1659,0.4837173
1660,0.12399651
1661,0.11024609
1662,0.12399651
1663,0.12399651
1664,0.87254286
1665,0.12399651
1666,0.12403694
1667,0.12399651
1668,0.23992884
1669,0.10399374
